Landroid/telephony/TelephonyManager;->getNetworkType()I,Landroid/net/wifi/WifiManager;->getConnectionInfo()Landroid/net/wifi/WifiInfo;,Landroid/telephony/TelephonyManager;->getDeviceId()Ljava/lang/String;,Landroid/os/Looper;->loop()V,Landroid/webkit/WebView;->setWebChromeClient(Landroid/webkit/WebChromeClient;)V,Landroid/webkit/WebView;->canGoBack()Z,Landroid/widget/ProgressBar;->setProgress(I)V,Landroid/app/ActivityManager;->getMemoryInfo(Landroid/app/ActivityManager$MemoryInfo;)V,Landroid/app/Dialog;-><init>(Landroid/content/Context;)V,Landroid/view/Window;->setAttributes(Landroid/view/WindowManager$LayoutParams;)V,Landroid/widget/EditText;->setSelection(I)V,Landroid/graphics/drawable/BitmapDrawable;-><init>(Landroid/graphics/Bitmap;)V,class
1,1,1,1,1,1,1,1,1,1,1,0,0
0,1,1,0,1,0,0,1,0,0,1,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0
1,0,1,0,1,1,1,1,0,1,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0,0,1,1,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,0,0,1,0,0
1,0,1,0,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,1,1,0,1,1,1,0,0,0
1,1,1,1,1,1,0,1,0,1,0,1,0
1,0,1,0,0,0,1,1,0,0,0,0,0
1,1,0,0,1,1,1,1,1,1,0,1,0
0,0,0,0,0,0,0,0,0,1,1,0,0
1,0,1,0,0,0,1,1,0,1,1,0,0
0,0,0,1,0,0,1,1,1,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,1,0,1,1,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,1,1,0,0,0,1,1,0,0,0,0
1,1,1,0,1,1,0,1,0,1,0,1,0
1,1,1,1,1,1,0,0,1,0,1,0,0
0,1,1,1,1,0,1,1,0,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,0,1,0,0,1,0,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,0,0,1,1,1,0,1,0,1,0,0
1,1,1,0,0,0,0,1,1,0,0,1,0
1,1,1,1,1,1,0,1,0,1,0,1,0
1,1,1,0,1,1,1,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,1,0,0,0
0,1,1,0,0,0,1,0,1,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,1,0,1,1,1,1,0
1,0,1,0,1,1,1,0,1,1,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,1,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,0,1,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,1,0,0,1,1,0,0,0,0,0
1,1,1,1,0,1,1,1,1,1,1,1,0
0,1,1,1,1,0,1,1,1,0,1,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0
1,0,1,0,1,1,1,1,1,1,0,0,0
0,1,1,1,0,0,0,0,1,0,1,1,0
1,0,0,1,1,1,1,1,0,0,0,0,0
0,1,1,0,0,1,0,1,0,0,0,0,0
1,0,0,0,0,1,0,1,0,0,1,1,0
0,0,0,1,1,0,0,1,0,0,1,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,0,0,1,0,0,0,0
0,1,1,0,1,1,0,1,1,1,1,0,0
1,1,0,0,1,1,1,1,1,1,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,1,0,1,1,0,1,0,1,0,1,0
1,1,0,1,0,1,1,1,1,1,1,0,0
1,1,0,1,1,1,0,0,1,0,1,0,0
1,0,0,1,0,0,1,0,1,1,1,0,0
1,1,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0,0,1,0,0,1,0
1,1,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,0,0,0,1,1,1,0,0,0
1,0,0,0,1,1,0,0,0,1,0,0,0
1,1,0,1,0,1,1,0,0,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,0,1,1,1,1,0,0,1,0,0
0,0,0,0,1,1,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0,0,0,1,1,0,0,1,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0
1,1,0,0,1,1,1,1,1,1,0,1,0
1,1,0,1,1,1,1,1,0,1,1,1,0
0,1,1,1,1,1,1,0,1,0,1,1,0
1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,1,0,0,0
1,0,1,1,1,1,0,0,1,1,1,0,0
0,0,0,1,0,0,0,1,1,0,0,0,0
1,1,0,1,1,1,0,0,0,0,0,0,0
0,0,0,1,1,1,1,0,1,0,1,0,0
0,1,0,0,1,1,0,0,0,0,1,0,0
1,0,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,1,1,0,1,1,1,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,1,1,1,0,0,0,0
1,1,1,0,1,1,1,1,1,0,0,1,0
0,0,0,1,1,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,1,1,1,1,0,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0
1,0,0,0,1,1,1,0,0,0,1,0,0
1,0,1,1,1,0,0,1,0,1,0,0,0
1,0,1,0,1,1,1,0,0,1,1,0,0
0,1,1,0,1,0,0,1,1,0,1,1,0
0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,1,0,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,0,0,1,1,0
1,1,1,1,1,1,0,1,1,1,1,0,0
0,1,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0
1,1,1,0,1,1,1,1,0,1,1,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,1,0,1,1,1,1,1,1,0
1,1,1,0,1,1,1,1,1,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,1,0,1,0,1,0
1,1,1,0,1,0,0,1,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0
0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,1,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,1,1,1,0
0,1,1,0,0,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,1,0,0,0,1,1,0
1,0,1,0,1,1,1,1,0,1,0,0,0
1,1,0,1,1,1,0,1,1,0,1,1,0
1,1,1,1,1,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0
1,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,1,1,1,1,1,1,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,0,1,0,1,0,0
1,1,0,0,1,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,1,0,1,1,0,0
1,1,0,0,1,1,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0
0,1,1,1,1,1,1,1,1,1,1,0,0
1,1,0,1,1,1,0,0,0,1,0,0,0
1,0,1,0,1,1,1,1,1,1,0,0,0
1,1,1,1,0,0,1,1,1,0,1,1,0
1,1,0,1,1,1,1,1,1,1,1,1,0
1,1,1,0,1,1,0,1,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0
1,0,0,1,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,1,0
0,1,1,1,0,0,1,0,0,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,1,0,1,1,1,1,1,0,0
0,0,0,0,1,1,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,0,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0,0
1,1,0,1,1,1,1,1,1,1,1,1,0
0,1,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,1,1,0,0,1,1,0
0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,0,1,1,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,0,1,0,1,0,1,0
1,1,1,1,1,1,1,1,0,1,0,1,0
1,1,1,0,0,0,1,0,0,1,0,0,0
1,1,1,1,1,1,1,1,0,1,0,1,0
1,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,1,1,0,1,0
1,0,0,0,1,1,0,0,0,0,1,1,0
1,0,0,1,1,1,0,0,0,1,0,1,0
1,1,1,0,1,0,1,0,1,0,1,1,0
1,1,1,1,1,1,1,1,0,0,0,1,0
1,0,0,0,0,0,1,1,0,1,1,1,0
1,0,1,0,0,0,1,1,0,1,1,0,0
1,0,0,0,1,0,1,1,0,0,0,0,0
1,1,0,0,1,1,1,1,1,1,0,1,0
1,0,1,0,0,0,1,1,0,0,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,0,0,0,1,0,0,1,0,0
1,1,0,0,1,1,1,1,1,1,0,1,0
1,0,0,1,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,0,1,0,1,0,0
0,1,1,0,1,0,0,1,1,0,0,0,0
1,1,1,0,1,1,1,1,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,1,1,0,0,1,0,0
1,0,0,0,0,0,1,0,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,1,1,1,0
1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0
0,0,0,0,0,0,1,1,0,0,1,1,0
1,1,0,1,1,1,1,1,0,1,0,1,0
1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,0,1,1,0,0,0,0
0,1,1,0,1,0,1,1,1,0,1,0,0
1,0,0,1,1,0,0,1,1,1,1,1,0
1,1,1,1,0,0,0,1,1,0,0,0,0
1,1,1,0,1,1,0,1,0,1,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,0,1,1,1,0,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,1,1,0,0,0,1,0,0,0
1,1,1,0,1,1,0,1,0,1,0,1,0
1,1,1,0,1,1,0,1,0,1,0,1,0
1,0,1,0,1,0,1,1,1,1,1,1,0
1,1,1,0,1,1,0,1,0,1,0,1,0
1,0,1,1,0,0,1,0,0,1,1,1,0
0,1,0,0,0,0,1,0,0,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,0,0,0,0,1,0,0,1,1,1,0
0,0,0,0,1,1,0,0,0,1,0,0,0
1,0,0,1,0,0,1,1,0,1,0,0,0
1,1,1,1,1,1,0,1,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,1,0,0,1,1,0
0,1,1,1,1,0,1,1,0,1,1,1,0
0,0,0,1,1,1,0,0,1,1,0,1,0
1,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,1,1,0
1,0,1,1,0,1,1,0,1,1,1,0,0
0,0,0,0,0,0,0,1,0,0,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,0,0,0,0,1,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,0,1,1,1,1,1,1,0
1,0,0,1,0,0,0,0,1,0,1,0,0
1,0,1,0,1,0,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,1,0,1,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,0,0,1,1,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,0,0,0,1,0,0,0
0,0,0,0,1,1,1,1,1,0,1,1,0
1,1,1,0,1,1,1,1,0,0,0,1,0
1,1,0,0,1,1,1,1,0,0,1,0,0
1,1,0,1,1,1,1,1,1,1,0,1,0
0,1,1,0,0,0,1,0,1,0,1,1,0
1,1,0,0,1,1,1,1,1,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,1,0,0
1,0,0,0,0,0,0,0,1,1,1,1,0
1,0,0,1,1,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,1,1,0,1,1,0
1,0,0,0,1,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,1,0,1,0,1,1,1,0,0,1,0
1,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,0,1,1,1,0,1,0,1,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,1,1,1,0,0
1,0,0,1,0,0,0,0,0,0,1,0,0
1,1,0,1,1,1,1,1,1,1,0,1,0
0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,1,0,1,1,1,0,1,1,1,1,0
1,1,1,1,1,1,1,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,1,0,0,1,0,0
1,0,0,1,0,0,0,0,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,0,0,0,0,0,0
1,0,0,1,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,1,1,1,1,1,0,0
1,1,1,0,1,1,1,0,1,1,1,1,0
1,1,1,1,1,1,0,1,0,0,0,0,0
0,0,0,0,1,1,0,0,0,1,0,0,0
1,0,0,0,1,0,0,1,0,1,1,1,0
1,0,0,0,0,0,1,0,0,0,1,1,0
1,1,1,1,1,1,0,1,1,1,0,1,0
0,1,0,0,1,0,1,1,1,1,1,1,0
1,0,0,1,0,0,0,0,1,0,1,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,1,1,1,1,1,1,1,1,1,0
0,0,1,0,0,0,0,0,1,1,1,1,0
1,1,1,1,0,0,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,1,1,0
0,0,0,1,0,0,0,1,1,0,1,1,0
0,1,0,0,1,1,0,1,0,0,1,0,0
1,0,0,1,1,1,1,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,1,0,0,0
1,0,0,0,0,1,0,1,1,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0
1,0,0,1,1,1,1,1,0,0,1,1,0
1,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,0,1,1,1,0,1,1,1,1,0
0,1,1,1,1,0,1,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,0,1,1,1,0,1,1,0,1,0,0
1,0,0,0,1,1,0,1,0,0,1,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,1,0,0,1,0
1,1,1,1,1,1,1,0,0,1,1,1,0
1,1,0,0,0,0,0,1,0,0,1,1,0
0,1,1,1,0,1,0,1,0,1,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,0,0,0,1,1,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,1,0,1,1,0
0,0,0,1,0,0,0,0,1,1,1,0,0
0,1,1,0,1,1,0,1,1,0,1,0,0
1,0,0,0,0,1,0,0,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,0,0,0
1,0,0,1,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,0,0,1,0,0,0,0
0,0,1,1,1,1,0,0,0,0,1,1,0
0,0,1,0,0,0,1,1,1,1,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,1,1,1,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,1,1,1,1,0,0,0
1,0,0,1,1,1,1,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,1,1,0,0,1,0,0
1,0,0,1,1,1,1,1,0,0,0,0,0
0,1,1,1,1,0,1,1,0,1,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,1,1,0,1,0
1,0,1,0,1,1,1,0,1,1,0,1,0
1,0,0,1,1,1,0,0,1,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,1,1,1,0
0,0,0,1,1,0,0,1,0,0,1,0,0
1,0,0,0,1,0,1,1,1,1,1,1,0
1,1,0,1,1,1,0,0,0,1,0,1,0
1,1,0,1,1,0,0,0,1,0,1,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0
0,1,0,0,1,1,0,0,0,1,0,0,0
1,0,1,0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,0,0,1,1,1,1,1,1,0,1,0
1,1,1,0,1,1,1,0,1,0,0,0,0
1,1,1,1,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0
1,1,0,1,1,1,1,1,1,1,0,1,0
1,1,1,0,1,1,0,1,0,1,0,1,0
1,1,1,0,1,1,0,1,0,1,0,1,0
1,1,0,0,1,1,1,1,1,1,0,1,0
0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,1,0,1,1,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,1,0,0,0,0,0,1,0,1,0
1,1,0,0,1,1,1,1,1,1,0,1,0
1,1,0,0,1,1,0,0,1,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1,0,1,0,0,0
0,0,0,0,0,0,0,1,1,1,0,0,0
1,1,0,1,1,1,0,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,1,1,0,0,1,0,0
0,1,0,1,1,1,1,0,0,0,1,1,0
1,1,0,1,0,0,1,0,1,1,0,1,0
1,1,0,1,1,1,0,0,0,1,0,0,0
1,1,1,0,0,0,1,1,1,1,1,1,0
1,0,0,1,0,0,1,0,1,1,1,0,0
1,1,1,1,1,1,1,0,1,1,1,1,0
1,0,0,0,1,1,0,0,0,1,0,0,0
0,0,0,1,0,0,0,1,1,0,1,0,0
1,1,1,1,1,1,1,1,0,1,1,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,1,0,0,0
1,1,0,0,1,1,1,1,1,1,0,1,0
1,1,1,1,1,1,1,1,1,1,0,0,0
1,0,0,0,1,0,1,1,1,1,1,0,0
1,1,1,0,1,0,0,0,0,0,1,0,0
0,1,1,1,1,1,1,0,1,0,1,1,0
1,0,0,1,0,0,0,0,1,0,0,0,0
0,1,1,1,1,1,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,0,1,0,0,0
1,1,0,0,1,1,0,1,1,1,0,1,0
1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0
1,0,1,1,1,1,0,0,1,1,1,0,0
1,0,1,1,1,1,0,1,1,1,1,0,0
0,0,0,0,1,1,0,0,0,1,0,0,0
0,1,1,0,1,0,0,1,1,0,1,1,0
0,0,0,0,1,0,1,1,0,0,0,1,0
1,0,0,1,0,0,0,0,0,1,0,0,0
0,1,1,0,0,0,0,1,1,1,1,1,0
1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,0,0,1,0,0,0,0,0
1,1,1,0,0,0,1,1,0,0,1,1,0
1,1,1,0,1,1,0,1,0,1,0,0,0
1,1,1,0,1,1,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0
1,1,1,0,1,1,1,1,1,0,1,1,0
1,0,1,1,0,0,0,1,0,0,0,1,0
1,1,1,0,1,0,0,1,0,0,0,1,0
0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,0,1,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,0,1,0
1,0,0,1,0,0,1,0,0,0,1,0,0
1,0,0,1,1,0,0,0,0,0,0,1,0
1,1,0,0,1,1,0,1,0,1,0,0,0
1,0,0,1,1,1,1,0,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,0,1,0,0,1,0
1,0,0,1,1,1,1,1,1,1,1,1,0
1,0,0,1,0,0,0,0,1,1,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,0,1,0,0,0,1,0
0,0,0,0,1,1,0,0,0,1,0,0,0
1,1,0,1,1,1,1,1,1,1,0,1,0
0,1,0,0,1,1,0,1,0,1,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,0,0,0,0,0,0,0,1,0,0
1,0,0,1,0,0,0,0,1,0,1,0,0
1,0,0,1,1,1,1,0,0,0,1,0,0
1,1,1,1,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,1,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0
1,1,1,1,1,1,1,1,0,1,1,1,0
1,0,0,1,1,1,1,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,1,1,0,0,0,1,0,0,0
1,1,1,1,0,0,1,1,0,0,1,0,0
1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,1,1,1,0
0,0,0,1,0,0,0,1,1,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,1,0,0,1,0,0,0
1,1,1,0,1,1,1,1,1,1,0,0,0
0,1,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,1,1,0,0,1,0
1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,1,1,1,1,0,1,0
1,1,0,1,1,1,1,1,1,1,0,1,0
1,1,0,1,1,1,0,0,1,0,1,1,0
1,0,0,0,0,0,1,1,0,1,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,1,1,1,0,1,0
1,1,0,0,1,1,1,1,1,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,1,1,1,1,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0
